student_id,student_name,campus_id,facilitator_email,grade,learning_track,quiz_score,target_score,avg_attend_min,attend_trend,avg_practice,zero_practice_days_recent,note_count,quiz,attendance,attend_decline,practice,contact,risk_score,tier
S002,Layla Al-Rashid,C01,facilitator1@noon.com,11,Accelerated,92.0,95,87.8,1.5999999999999943,20.1,0,0,0.8,0.5,0.0,4.9,0.0,6.2,LOW
S138,Sara Al-Mutlaq,C04,facilitator6@noon.com,11,Standard,82.0,84,87.6,1.2000000000000028,19.7,0,0,0.5,0.5,0.0,5.2,0.0,6.2,LOW
S160,Fatima Al-Shahrani,C04,facilitator7@noon.com,11,Standard,80.0,82,87.6,1.2000000000000028,19.7,0,0,0.5,0.5,0.0,5.2,0.0,6.2,LOW
S043,Khalid Al-Subai,C02,facilitator3@noon.com,10,Standard,86.0,88,87.8,-0.7999999999999972,20.6,0,0,0.5,0.5,0.3,4.7,0.0,6.0,LOW
S020,Maryam Al-Shahrani,C01,facilitator1@noon.com,11,Standard,87.0,88,87.6,1.2000000000000028,19.7,0,0,0.2,0.5,0.0,5.2,0.0,5.9,LOW
S074,Layla Al-Khalifa,C02,facilitator3@noon.com,11,Standard,86.0,88,87.6,1.2000000000000028,20.5,0,0,0.5,0.5,0.0,4.8,0.0,5.8,LOW
S189,Abdullah Al-Rashidi,C05,facilitator8@noon.com,10,Standard,76.0,78,87.6,1.2000000000000028,20.5,0,0,0.5,0.5,0.0,4.8,0.0,5.8,LOW
S178,Nora Al-Juhani,C05,facilitator8@noon.com,11,Standard,78.0,80,87.6,1.2000000000000028,20.5,0,0,0.5,0.5,0.0,4.8,0.0,5.8,LOW
S109,Yousef Al-Faraj,C03,facilitator5@noon.com,10,Standard,84.0,86,87.6,1.2000000000000028,20.5,0,0,0.5,0.5,0.0,4.8,0.0,5.8,LOW
S085,Yousef Al-Faraj,C03,facilitator4@noon.com,10,Standard,87.0,89,87.6,1.2000000000000028,20.5,0,0,0.5,0.5,0.0,4.8,0.0,5.8,LOW
S034,Nora Al-Harbi,C01,facilitator2@noon.com,11,Standard,87.0,89,87.6,1.2000000000000028,20.5,0,0,0.5,0.5,0.0,4.8,0.0,5.8,LOW
S062,Layla Al-Balawi,C02,facilitator3@noon.com,11,Standard,87.0,89,87.6,1.2000000000000028,20.5,0,0,0.5,0.5,0.0,4.8,0.0,5.8,LOW
S167,Hassan Al-Khalifa,C05,facilitator8@noon.com,10,Standard,79.0,81,87.6,1.2000000000000028,20.5,0,0,0.5,0.5,0.0,4.8,0.0,5.8,LOW
S097,Yousef Al-Harbi,C03,facilitator4@noon.com,10,Standard,85.0,87,87.6,1.2000000000000028,20.5,0,0,0.5,0.5,0.0,4.8,0.0,5.8,LOW
S121,Yousef Al-Harbi,C04,facilitator6@noon.com,10,Standard,84.0,86,87.6,1.2000000000000028,20.5,0,0,0.5,0.5,0.0,4.8,0.0,5.8,LOW
S133,Yousef Al-Faraj,C04,facilitator6@noon.com,10,Standard,83.0,85,87.6,1.2000000000000028,20.5,0,0,0.5,0.5,0.0,4.8,0.0,5.8,LOW
S011,Hassan Al-Otaibi,C01,facilitator1@noon.com,10,Accelerated,91.0,95,88.5,1.0,22.1,0,0,1.0,0.3,0.0,3.9,0.0,5.3,LOW
S037,Yousef Al-Ghamdi,C01,facilitator2@noon.com,10,Standard,88.0,90,88.5,1.0,21.6,0,0,0.5,0.3,0.0,4.2,0.0,5.0,LOW
S088,Fatima Al-Shahrani,C03,facilitator4@noon.com,11,Standard,88.0,90,88.5,1.0,21.6,0,0,0.5,0.3,0.0,4.2,0.0,5.0,LOW
S065,Omar Al-Khaldi,C02,facilitator3@noon.com,10,Standard,88.0,90,88.5,1.0,21.6,0,0,0.5,0.3,0.0,4.2,0.0,5.0,LOW
S048,Amal Al-Qaisi,C02,facilitator3@noon.com,11,Accelerated,89.0,91,88.5,1.0,22.6,0,0,0.5,0.3,0.0,3.7,0.0,4.5,LOW
S026,Layla Al-Thani,C01,facilitator2@noon.com,11,Accelerated,89.0,91,88.5,1.0,22.6,0,0,0.5,0.3,0.0,3.7,0.0,4.5,LOW
S060,Amal Al-Otaibi,C02,facilitator3@noon.com,11,Accelerated,90.0,92,88.5,1.0,22.6,0,0,0.5,0.3,0.0,3.7,0.0,4.5,LOW
S158,Layla Al-Khaldi,C04,facilitator7@noon.com,11,Standard,84.0,86,88.5,1.0,22.6,0,0,0.5,0.3,0.0,3.7,0.0,4.5,LOW
S198,Sara Al-Shammari,C05,facilitator8@noon.com,11,Standard,79.0,81,88.5,1.0,22.6,0,0,0.5,0.3,0.0,3.7,0.0,4.5,LOW
S193,Yousef Al-Harbi,C05,facilitator8@noon.com,10,Standard,80.0,82,88.5,1.0,22.6,0,0,0.5,0.3,0.0,3.7,0.0,4.5,LOW
S181,Yousef Al-Faraj,C05,facilitator8@noon.com,10,Standard,82.0,84,88.5,1.0,22.6,0,0,0.5,0.3,0.0,3.7,0.0,4.5,LOW
S077,Omar Al-Qahtani,C03,facilitator4@noon.com,10,Accelerated,89.0,91,88.5,1.0,22.6,0,0,0.5,0.3,0.0,3.7,0.0,4.5,LOW
S100,Fatima Al-Ghamdi,C03,facilitator5@noon.com,11,Standard,88.0,90,88.5,1.0,22.6,0,0,0.5,0.3,0.0,3.7,0.0,4.5,LOW
S112,Fatima Al-Shahrani,C03,facilitator5@noon.com,11,Standard,87.0,89,88.5,1.0,22.6,0,0,0.5,0.3,0.0,3.7,0.0,4.5,LOW
S125,Omar Al-Qahtani,C04,facilitator6@noon.com,10,Standard,87.0,89,88.5,1.0,22.6,0,0,0.5,0.3,0.0,3.7,0.0,4.5,LOW
S136,Fatima Al-Shahrani,C04,facilitator6@noon.com,11,Standard,86.0,88,88.5,1.0,22.6,0,0,0.5,0.3,0.0,3.7,0.0,4.5,LOW
S170,Layla Al-Mutairi,C05,facilitator8@noon.com,11,Standard,83.0,85,88.5,1.0,22.6,0,0,0.5,0.3,0.0,3.7,0.0,4.5,LOW
S148,Fatima Al-Ghamdi,C04,facilitator7@noon.com,11,Standard,85.0,87,88.5,1.0,22.6,0,0,0.5,0.3,0.0,3.7,0.0,4.5,LOW
S018,Sara Al-Hamed,C01,facilitator1@noon.com,11,Accelerated,90.0,92,88.5,1.0,23.4,0,0,0.5,0.3,0.0,3.3,0.0,4.1,LOW
S053,Omar Al-Saud,C02,facilitator3@noon.com,10,Accelerated,91.0,93,88.5,1.0,23.6,0,0,0.5,0.3,0.0,3.2,0.0,4.0,LOW
S131,Hassan Al-Balawi,C04,facilitator6@noon.com,10,Standard,88.0,90,88.5,1.0,23.6,0,0,0.5,0.3,0.0,3.2,0.0,4.0,LOW
S072,Amal Al-Rashidi,C02,facilitator3@noon.com,11,Accelerated,91.0,93,88.5,1.0,23.6,0,0,0.5,0.3,0.0,3.2,0.0,4.0,LOW
S083,Hassan Al-Balawi,C03,facilitator4@noon.com,10,Accelerated,90.0,92,88.5,1.0,23.6,0,0,0.5,0.3,0.0,3.2,0.0,4.0,LOW
S095,Hassan Al-Khalifa,C03,facilitator4@noon.com,10,Accelerated,89.0,91,88.5,1.0,23.6,0,0,0.5,0.3,0.0,3.2,0.0,4.0,LOW
S165,Abdullah Al-Rashidi,C05,facilitator8@noon.com,10,Standard,83.0,85,88.5,1.0,23.6,0,0,0.5,0.3,0.0,3.2,0.0,4.0,LOW
S119,Hassan Al-Khalifa,C04,facilitator6@noon.com,10,Accelerated,89.0,91,88.5,1.0,23.6,0,0,0.5,0.3,0.0,3.2,0.0,4.0,LOW
S107,Hassan Al-Balawi,C03,facilitator5@noon.com,10,Accelerated,90.0,92,88.5,1.0,23.6,0,0,0.5,0.3,0.0,3.2,0.0,4.0,LOW
S143,Hassan Al-Khalifa,C04,facilitator7@noon.com,10,Standard,87.0,89,88.5,1.0,23.6,0,0,0.5,0.3,0.0,3.2,0.0,4.0,LOW
S176,Maryam Al-Maliki,C05,facilitator8@noon.com,11,Standard,82.0,84,88.5,1.0,23.6,0,0,0.5,0.3,0.0,3.2,0.0,4.0,LOW
S154,Nora Al-Juhani,C04,facilitator7@noon.com,11,Standard,86.0,88,88.5,1.0,23.6,0,0,0.5,0.3,0.0,3.2,0.0,4.0,LOW
S187,Khalid Al-Thani,C05,facilitator8@noon.com,10,Standard,81.0,83,88.5,1.0,23.6,0,0,0.5,0.3,0.0,3.2,0.0,4.0,LOW
S032,Maryam Al-Otaibi,C01,facilitator2@noon.com,11,Accelerated,92.0,93,88.5,1.0,23.6,0,0,0.2,0.3,0.0,3.2,0.0,3.8,LOW
